,predicted_mean
2021-01-01,11.090995097409792
2021-02-01,126.20686388711142
2021-03-01,170.6783473766959
2021-04-01,157.4234117391198
2021-05-01,134.81080555622123
2021-06-01,109.06831724842885
2021-07-01,108.53626773648195
2021-08-01,127.76920927295342
2021-09-01,135.11072751326677
2021-10-01,131.16140083742047
2021-11-01,126.98207641925727
2021-12-01,123.72547810814052
