,predicted_mean
2021-01-01,0.17768069215203722
2021-02-01,1.9960958965148194
2021-03-01,2.9549259863832855
2021-04-01,2.8066909553583272
2021-05-01,2.392009660018314
2021-06-01,1.9082499835102578
2021-07-01,1.8444333481810853
2021-08-01,2.1541004710694827
2021-09-01,2.297466822417945
2021-10-01,2.252399429399542
2021-11-01,2.197986612942908
2021-12-01,2.1415381320587756
