loc,cases,deaths,date,Region,
LAGUNA,27,2,12/06/2020,REGION IV-A-CALABARZON,12/06/2020
LAGUNA,22,0,12/13/2020,REGION IV-A-CALABARZON,12/13/2020
LAGUNA,33,1,12/20/2020,REGION IV-A-CALABARZON,12/20/2020
LAGUNA,34,0,12/27/2020,REGION IV-A-CALABARZON,12/27/2020
LAGUNA,15,0,01/03/2021,REGION IV-A-CALABARZON,01/03/2021
LAGUNA,21,0,01/10/2021,REGION IV-A-CALABARZON,01/10/2021
LUCENA CITY,9,0,01/12/2020,REGION IV-A-CALABARZON,01/12/2020
LUCENA CITY,17,0,01/19/2020,REGION IV-A-CALABARZON,01/19/2020
LUCENA CITY,16,0,01/26/2020,REGION IV-A-CALABARZON,01/26/2020
LUCENA CITY,17,0,02/02/2020,REGION IV-A-CALABARZON,02/02/2020
LUCENA CITY,17,0,02/09/2020,REGION IV-A-CALABARZON,02/09/2020
LUCENA CITY,10,0,02/16/2020,REGION IV-A-CALABARZON,02/16/2020
LUCENA CITY,6,0,02/23/2020,REGION IV-A-CALABARZON,02/23/2020
LUCENA CITY,8,0,03/01/2020,REGION IV-A-CALABARZON,03/01/2020
LUCENA CITY,7,0,03/08/2020,REGION IV-A-CALABARZON,03/08/2020
LUCENA CITY,5,0,03/15/2020,REGION IV-A-CALABARZON,03/15/2020
LUCENA CITY,0,0,03/22/2020,REGION IV-A-CALABARZON,03/22/2020
LUCENA CITY,1,0,03/29/2020,REGION IV-A-CALABARZON,03/29/2020
LUCENA CITY,0,0,04/05/2020,REGION IV-A-CALABARZON,04/05/2020
LUCENA CITY,0,0,04/12/2020,REGION IV-A-CALABARZON,04/12/2020
LUCENA CITY,0,0,04/19/2020,REGION IV-A-CALABARZON,04/19/2020
LUCENA CITY,0,0,04/26/2020,REGION IV-A-CALABARZON,04/26/2020
LUCENA CITY,0,0,05/03/2020,REGION IV-A-CALABARZON,05/03/2020
LUCENA CITY,0,0,05/10/2020,REGION IV-A-CALABARZON,05/10/2020
LUCENA CITY,0,0,05/17/2020,REGION IV-A-CALABARZON,05/17/2020
LUCENA CITY,0,0,05/24/2020,REGION IV-A-CALABARZON,05/24/2020
LUCENA CITY,0,0,05/31/2020,REGION IV-A-CALABARZON,05/31/2020
LUCENA CITY,0,0,06/07/2020,REGION IV-A-CALABARZON,06/07/2020
LUCENA CITY,0,0,06/14/2020,REGION IV-A-CALABARZON,06/14/2020
LUCENA CITY,0,0,06/21/2020,REGION IV-A-CALABARZON,06/21/2020
LUCENA CITY,0,0,06/28/2020,REGION IV-A-CALABARZON,06/28/2020
LUCENA CITY,0,0,07/05/2020,REGION IV-A-CALABARZON,07/05/2020
LUCENA CITY,0,0,07/12/2020,REGION IV-A-CALABARZON,07/12/2020
LUCENA CITY,0,0,07/19/2020,REGION IV-A-CALABARZON,07/19/2020
LUCENA CITY,0,0,07/26/2020,REGION IV-A-CALABARZON,07/26/2020
LUCENA CITY,0,0,08/02/2020,REGION IV-A-CALABARZON,08/02/2020
LUCENA CITY,0,0,08/09/2020,REGION IV-A-CALABARZON,08/09/2020
LUCENA CITY,1,0,08/16/2020,REGION IV-A-CALABARZON,08/16/2020
LUCENA CITY,2,0,08/23/2020,REGION IV-A-CALABARZON,08/23/2020
LUCENA CITY,0,0,08/30/2020,REGION IV-A-CALABARZON,08/30/2020
LUCENA CITY,0,0,09/06/2020,REGION IV-A-CALABARZON,09/06/2020
LUCENA CITY,1,0,09/13/2020,REGION IV-A-CALABARZON,09/13/2020
LUCENA CITY,0,0,09/20/2020,REGION IV-A-CALABARZON,09/20/2020
LUCENA CITY,0,0,09/27/2020,REGION IV-A-CALABARZON,09/27/2020
LUCENA CITY,0,0,10/04/2020,REGION IV-A-CALABARZON,10/04/2020
LUCENA CITY,0,0,10/11/2020,REGION IV-A-CALABARZON,10/11/2020
LUCENA CITY,0,0,10/18/2020,REGION IV-A-CALABARZON,10/18/2020
LUCENA CITY,0,0,10/25/2020,REGION IV-A-CALABARZON,10/25/2020
LUCENA CITY,0,0,11/01/2020,REGION IV-A-CALABARZON,11/01/2020
LUCENA CITY,0,0,11/08/2020,REGION IV-A-CALABARZON,11/08/2020
LUCENA CITY,0,0,11/15/2020,REGION IV-A-CALABARZON,11/15/2020
LUCENA CITY,0,0,11/22/2020,REGION IV-A-CALABARZON,11/22/2020
LUCENA CITY,0,0,11/29/2020,REGION IV-A-CALABARZON,11/29/2020
LUCENA CITY,0,0,12/06/2020,REGION IV-A-CALABARZON,12/06/2020
LUCENA CITY,0,0,12/13/2020,REGION IV-A-CALABARZON,12/13/2020
LUCENA CITY,0,0,12/20/2020,REGION IV-A-CALABARZON,12/20/2020
LUCENA CITY,0,0,12/27/2020,REGION IV-A-CALABARZON,12/27/2020
LUCENA CITY,0,0,01/03/2021,REGION IV-A-CALABARZON,01/03/2021
LUCENA CITY,0,0,01/10/2021,REGION IV-A-CALABARZON,01/10/2021
QUEZON,40,0,01/12/2020,REGION IV-A-CALABARZON,01/12/2020
QUEZON,90,0,01/19/2020,REGION IV-A-CALABARZON,01/19/2020
QUEZON,84,1,01/26/2020,REGION IV-A-CALABARZON,01/26/2020
QUEZON,64,0,02/02/2020,REGION IV-A-CALABARZON,02/02/2020
QUEZON,78,0,02/09/2020,REGION IV-A-CALABARZON,02/09/2020
QUEZON,46,0,02/16/2020,REGION IV-A-CALABARZON,02/16/2020
QUEZON,44,0,02/23/2020,REGION IV-A-CALABARZON,02/23/2020
QUEZON,45,0,03/01/2020,REGION IV-A-CALABARZON,03/01/2020
QUEZON,30,0,03/08/2020,REGION IV-A-CALABARZON,03/08/2020
QUEZON,34,0,03/15/2020,REGION IV-A-CALABARZON,03/15/2020
QUEZON,11,0,03/22/2020,REGION IV-A-CALABARZON,03/22/2020
QUEZON,11,0,03/29/2020,REGION IV-A-CALABARZON,03/29/2020
QUEZON,7,0,04/05/2020,REGION IV-A-CALABARZON,04/05/2020
QUEZON,3,0,04/12/2020,REGION IV-A-CALABARZON,04/12/2020
QUEZON,3,0,04/19/2020,REGION IV-A-CALABARZON,04/19/2020
QUEZON,0,0,04/26/2020,REGION IV-A-CALABARZON,04/26/2020
QUEZON,4,0,05/03/2020,REGION IV-A-CALABARZON,05/03/2020
QUEZON,0,0,05/10/2020,REGION IV-A-CALABARZON,05/10/2020
QUEZON,0,0,05/17/2020,REGION IV-A-CALABARZON,05/17/2020
QUEZON,5,0,05/24/2020,REGION IV-A-CALABARZON,05/24/2020
QUEZON,2,0,05/31/2020,REGION IV-A-CALABARZON,05/31/2020
QUEZON,1,0,06/07/2020,REGION IV-A-CALABARZON,06/07/2020
QUEZON,0,0,06/14/2020,REGION IV-A-CALABARZON,06/14/2020
QUEZON,0,0,06/21/2020,REGION IV-A-CALABARZON,06/21/2020
QUEZON,3,0,06/28/2020,REGION IV-A-CALABARZON,06/28/2020
QUEZON,6,0,07/05/2020,REGION IV-A-CALABARZON,07/05/2020
QUEZON,1,0,07/12/2020,REGION IV-A-CALABARZON,07/12/2020
QUEZON,22,0,07/19/2020,REGION IV-A-CALABARZON,07/19/2020
QUEZON,5,0,07/26/2020,REGION IV-A-CALABARZON,07/26/2020
QUEZON,9,0,08/02/2020,REGION IV-A-CALABARZON,08/02/2020
QUEZON,14,0,08/09/2020,REGION IV-A-CALABARZON,08/09/2020
QUEZON,10,0,08/16/2020,REGION IV-A-CALABARZON,08/16/2020
QUEZON,14,0,08/23/2020,REGION IV-A-CALABARZON,08/23/2020
QUEZON,6,0,08/30/2020,REGION IV-A-CALABARZON,08/30/2020
QUEZON,7,0,09/06/2020,REGION IV-A-CALABARZON,09/06/2020
QUEZON,2,0,09/13/2020,REGION IV-A-CALABARZON,09/13/2020
QUEZON,5,0,09/20/2020,REGION IV-A-CALABARZON,09/20/2020
QUEZON,3,0,09/27/2020,REGION IV-A-CALABARZON,09/27/2020
QUEZON,3,0,10/04/2020,REGION IV-A-CALABARZON,10/04/2020
QUEZON,5,0,10/11/2020,REGION IV-A-CALABARZON,10/11/2020
QUEZON,1,0,10/18/2020,REGION IV-A-CALABARZON,10/18/2020
QUEZON,4,0,10/25/2020,REGION IV-A-CALABARZON,10/25/2020
QUEZON,6,0,11/01/2020,REGION IV-A-CALABARZON,11/01/2020
QUEZON,3,0,11/08/2020,REGION IV-A-CALABARZON,11/08/2020
QUEZON,2,0,11/15/2020,REGION IV-A-CALABARZON,11/15/2020
QUEZON,1,0,11/22/2020,REGION IV-A-CALABARZON,11/22/2020
QUEZON,1,0,11/29/2020,REGION IV-A-CALABARZON,11/29/2020
QUEZON,0,0,12/06/2020,REGION IV-A-CALABARZON,12/06/2020
QUEZON,0,0,12/13/2020,REGION IV-A-CALABARZON,12/13/2020
QUEZON,0,0,12/20/2020,REGION IV-A-CALABARZON,12/20/2020
QUEZON,1,0,12/27/2020,REGION IV-A-CALABARZON,12/27/2020
QUEZON,1,0,01/03/2021,REGION IV-A-CALABARZON,01/03/2021
QUEZON,1,0,01/10/2021,REGION IV-A-CALABARZON,01/10/2021
RIZAL,84,2,01/12/2020,REGION IV-A-CALABARZON,01/12/2020
RIZAL,242,0,01/19/2020,REGION IV-A-CALABARZON,01/19/2020
RIZAL,143,1,01/26/2020,REGION IV-A-CALABARZON,01/26/2020
RIZAL,146,1,02/02/2020,REGION IV-A-CALABARZON,02/02/2020
RIZAL,156,0,02/09/2020,REGION IV-A-CALABARZON,02/09/2020
RIZAL,124,1,02/16/2020,REGION IV-A-CALABARZON,02/16/2020
RIZAL,100,0,02/23/2020,REGION IV-A-CALABARZON,02/23/2020
RIZAL,102,1,03/01/2020,REGION IV-A-CALABARZON,03/01/2020
RIZAL,106,2,03/08/2020,REGION IV-A-CALABARZON,03/08/2020
RIZAL,88,0,03/15/2020,REGION IV-A-CALABARZON,03/15/2020
RIZAL,56,0,03/22/2020,REGION IV-A-CALABARZON,03/22/2020
RIZAL,27,1,03/29/2020,REGION IV-A-CALABARZON,03/29/2020
RIZAL,22,0,04/05/2020,REGION IV-A-CALABARZON,04/05/2020
RIZAL,12,0,04/12/2020,REGION IV-A-CALABARZON,04/12/2020
RIZAL,17,0,04/19/2020,REGION IV-A-CALABARZON,04/19/2020
RIZAL,14,0,04/26/2020,REGION IV-A-CALABARZON,04/26/2020
RIZAL,8,0,05/03/2020,REGION IV-A-CALABARZON,05/03/2020
RIZAL,2,0,05/10/2020,REGION IV-A-CALABARZON,05/10/2020
RIZAL,2,0,05/17/2020,REGION IV-A-CALABARZON,05/17/2020
RIZAL,3,0,05/24/2020,REGION IV-A-CALABARZON,05/24/2020
RIZAL,0,0,05/31/2020,REGION IV-A-CALABARZON,05/31/2020
RIZAL,6,0,06/07/2020,REGION IV-A-CALABARZON,06/07/2020
RIZAL,4,0,06/14/2020,REGION IV-A-CALABARZON,06/14/2020
RIZAL,2,0,06/21/2020,REGION IV-A-CALABARZON,06/21/2020
RIZAL,2,0,06/28/2020,REGION IV-A-CALABARZON,06/28/2020
RIZAL,8,0,07/05/2020,REGION IV-A-CALABARZON,07/05/2020
RIZAL,8,0,07/12/2020,REGION IV-A-CALABARZON,07/12/2020
RIZAL,10,0,07/19/2020,REGION IV-A-CALABARZON,07/19/2020
RIZAL,20,0,07/26/2020,REGION IV-A-CALABARZON,07/26/2020
RIZAL,18,0,08/02/2020,REGION IV-A-CALABARZON,08/02/2020
RIZAL,10,0,08/09/2020,REGION IV-A-CALABARZON,08/09/2020
RIZAL,15,0,08/16/2020,REGION IV-A-CALABARZON,08/16/2020
RIZAL,19,0,08/23/2020,REGION IV-A-CALABARZON,08/23/2020
RIZAL,15,0,08/30/2020,REGION IV-A-CALABARZON,08/30/2020
RIZAL,12,0,09/06/2020,REGION IV-A-CALABARZON,09/06/2020
RIZAL,8,1,09/13/2020,REGION IV-A-CALABARZON,09/13/2020
RIZAL,20,0,09/20/2020,REGION IV-A-CALABARZON,09/20/2020
RIZAL,19,0,09/27/2020,REGION IV-A-CALABARZON,09/27/2020
RIZAL,23,0,10/04/2020,REGION IV-A-CALABARZON,10/04/2020
RIZAL,25,0,10/11/2020,REGION IV-A-CALABARZON,10/11/2020
RIZAL,25,0,10/18/2020,REGION IV-A-CALABARZON,10/18/2020
RIZAL,17,0,10/25/2020,REGION IV-A-CALABARZON,10/25/2020
RIZAL,18,0,11/01/2020,REGION IV-A-CALABARZON,11/01/2020
RIZAL,28,0,11/08/2020,REGION IV-A-CALABARZON,11/08/2020
RIZAL,33,0,11/15/2020,REGION IV-A-CALABARZON,11/15/2020
RIZAL,26,0,11/22/2020,REGION IV-A-CALABARZON,11/22/2020
RIZAL,36,0,11/29/2020,REGION IV-A-CALABARZON,11/29/2020
RIZAL,26,0,12/06/2020,REGION IV-A-CALABARZON,12/06/2020
RIZAL,31,0,12/13/2020,REGION IV-A-CALABARZON,12/13/2020
RIZAL,34,0,12/20/2020,REGION IV-A-CALABARZON,12/20/2020
RIZAL,27,0,12/27/2020,REGION IV-A-CALABARZON,12/27/2020
RIZAL,5,0,01/03/2021,REGION IV-A-CALABARZON,01/03/2021
RIZAL,7,0,01/10/2021,REGION IV-A-CALABARZON,01/10/2021
